BI_CD4p_CD25-_CD45ROp_Memory.bed	youngh3k27ac	BI_CD4p_CD25-_CD45ROp_Memory	h3k27ac	BI_CD4p_CD25-_CD45ROp_Memory	
BI_CD4p_CD25-_Il17-_PMAstim_Th.bed	youngh3k27ac	BI_CD4p_CD25-_Il17-_PMAstim_Th	h3k27ac	BI_CD4p_CD25-_Il17-_PMAstim_Th	
BI_CD4p_CD25-_Il17p_PMAstim_Th17.bed	youngh3k27ac	BI_CD4p_CD25-_Il17p_PMAstim_Th17	h3k27ac	BI_CD4p_CD25-_Il17p_PMAstim_Th17	
BI_CD8_Memory_7pool.bed	youngh3k27ac	BI_CD8_Memory_7pool	h3k27ac	BI_CD8_Memory_7pool	
BI_CD8_Naive_7pool.bed	youngh3k27ac	BI_CD8_Naive_7pool	h3k27ac	BI_CD8_Naive_7pool	
BI_CD8_Naive_8pool.bed	youngh3k27ac	BI_CD8_Naive_8pool	h3k27ac	BI_CD8_Naive_8pool	
BI_Duodenum_Smooth_Muscle.bed	youngh3k27ac	BI_Duodenum_Smooth_Muscle	h3k27ac	BI_Duodenum_Smooth_Muscle	
BI_Skeletal_Muscle.bed	youngh3k27ac	BI_Skeletal_Muscle	h3k27ac	BI_Skeletal_Muscle	
BI_Stomach_Smooth_Muscle.bed	youngh3k27ac	BI_Stomach_Smooth_Muscle	h3k27ac	BI_Stomach_Smooth_Muscle	
Brain_Anterior_cingulate_cortex_BA24_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Brain_Anterior_cingulate_cortex_BA24	eqtl	Brain_Anterior_cingulate_cortex_BA24	
Brain_Caudate_basal_ganglia_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Brain_Caudate_basal_ganglia	eqtl	Brain_Caudate_basal_ganglia	
Brain_Cerebellar_Hemisphere_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Brain_Cerebellar_Hemisphere	eqtl	Brain_Cerebellar_Hemisphere	
Brain_Cerebellum_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Brain_Cerebellum	eqtl	Brain_Cerebellum	
Brain_Cortex_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Brain_Cortex	eqtl	Brain_Cortex	
Brain_Frontal_Cortex_BA9_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Brain_Frontal_Cortex_BA9	eqtl	Brain_Frontal_Cortex_BA9	
Brain_Hippocampus_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Brain_Hippocampus	eqtl	Brain_Hippocampus	
Brain_Hypothalamus_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Brain_Hypothalamus	eqtl	Brain_Hypothalamus	
Brain_Nucleus_accumbens_basal_ganglia_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Brain_Nucleus_accumbens_basal_ganglia	eqtl	Brain_Nucleus_accumbens_basal_ganglia	
Brain_Putamen_basal_ganglia_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Brain_Putamen_basal_ganglia	eqtl	Brain_Putamen_basal_ganglia	
Breast_Mammary_Tissue_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Breast_Mammary_Tissue	eqtl	Breast_Mammary_Tissue	
CD14.bed	youngh3k27ac	CD14	h3k27ac	CD14	
CD19_primary.bed	youngh3k27ac	CD19_primary	h3k27ac	CD19_primary	
CD20.bed	youngh3k27ac	CD20	h3k27ac	CD20	
CD3.bed	youngh3k27ac	CD3	h3k27ac	CD3	
CD34_adult.bed	youngh3k27ac	CD34_adult	h3k27ac	CD34_adult	
GSE29194.GATA1.CD34_eryth_bio	remap	GSE29194	gata1	CD34_eryth_bio	
GSE29194.GATA1.CD34_eryth_bmp	remap	GSE29194	gata1	CD34_eryth_bmp	
GSE29194.SMAD1.CD34_eryth_bmp	remap	GSE29194	smad1	CD34_eryth_bmp	
CD34_fetal.bed	youngh3k27ac	CD34_fetal	h3k27ac	CD34_fetal	
GSE29194.TCF7L2.CD34_prog_bio	remap	GSE29194	tcf7l2	CD34_prog_bio	
CD56.bed	youngh3k27ac	CD56	h3k27ac	CD56	
CD8_primary.bed	youngh3k27ac	CD8_primary	h3k27ac	CD8_primary	
Cells_EBV-transformed_lymphocytes_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Cells_EBV-transformed_lymphocytes	eqtl	Cells_EBV-transformed_lymphocytes	
Cells_Transformed_fibroblasts_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Cells_Transformed_fibroblasts	eqtl	Cells_Transformed_fibroblasts	
Colon_Crypt_1.bed	youngh3k27ac	Colon_Crypt_1	h3k27ac	Colon_Crypt_1	
Colon_Crypt_2.bed	youngh3k27ac	Colon_Crypt_2	h3k27ac	Colon_Crypt_2	
Colon_Crypt_3.bed	youngh3k27ac	Colon_Crypt_3	h3k27ac	Colon_Crypt_3	
Colon_Sigmoid_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Colon_Sigmoid	eqtl	Colon_Sigmoid	
Colon_Transverse_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Colon_Transverse	eqtl	Colon_Transverse	
DND41.bed	youngh3k27ac	DND41	h3k27ac	DND41	
Esophagus_Gastroesophageal_Junction_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Esophagus_Gastroesophageal_Junction	eqtl	Esophagus_Gastroesophageal_Junction	
Esophagus_Mucosa_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Esophagus_Mucosa	eqtl	Esophagus_Mucosa	
Esophagus_Muscularis_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Esophagus_Muscularis	eqtl	Esophagus_Muscularis	
Fetal_Intestine.bed	youngh3k27ac	Fetal_Intestine	h3k27ac	Fetal_Intestine	
Fetal_Intestine_Large.bed	youngh3k27ac	Fetal_Intestine_Large	h3k27ac	Fetal_Intestine_Large	
Fetal_Thymus.bed	youngh3k27ac	Fetal_Thymus	h3k27ac	Fetal_Thymus	
Fetal_muscle.bed	youngh3k27ac	Fetal_muscle	h3k27ac	Fetal_muscle	
GM12878.bed	youngh3k27ac	GM12878	h3k27ac	GM12878	
H1.bed	youngh3k27ac	H1	h3k27ac	H1	
H2171.bed	youngh3k27ac	H2171	h3k27ac	H2171	
http://egg2.wustl.edu/roadmap/data/byFileType/peaks/consolidated/narrowPeak/E100-DNase.hotspot.fdr0.01.peaks.bed.gz	roadmap	E100-DNase	dnase	H3K4me1	mus_psoas
http://egg2.wustl.edu/roadmap/data/byFileType/peaks/consolidated/narrowPeak/E100-H3K27ac.narrowPeak.gz	roadmap	E100-H3K27ac	h3k27ac	H3K4me1	mus_psoas
http://egg2.wustl.edu/roadmap/data/byFileType/peaks/consolidated/narrowPeak/E100-H3K27me3.narrowPeak.gz	roadmap	E100-H3K27me3	h3k27me3	H3K4me1	mus_psoas
http://egg2.wustl.edu/roadmap/data/byFileType/peaks/consolidated/narrowPeak/E100-H3K36me3.narrowPeak.gz	roadmap	E100-H3K36me3	h3k36me3	H3K4me1	mus_psoas
http://egg2.wustl.edu/roadmap/data/byFileType/peaks/consolidated/narrowPeak/E100-H3K4me1.narrowPeak.gz	roadmap	E100-H3K4me1	h3k4me1e001-	H3K4me1	mus_psoas
http://egg2.wustl.edu/roadmap/data/byFileType/peaks/consolidated/narrowPeak/E100-H3K4me3.narrowPeak.gz	roadmap	E100-H3K4me3	h3k4me3	H3K4me1	mus_psoas
http://egg2.wustl.edu/roadmap/data/byFileType/peaks/consolidated/narrowPeak/E100-H3K9me3.narrowPeak.gz	roadmap	E100-H3K9me3	h3k9me3	H3K4me1	mus_psoas
HCC1954.bed	youngh3k27ac	HCC1954	h3k27ac	HCC1954	
HCT-116.bed	youngh3k27ac	HCT-116	h3k27ac	HCT-116	
HMEC.bed	youngh3k27ac	HMEC	h3k27ac	HMEC	
HSMMtube.bed	youngh3k27ac	HSMMtube	h3k27ac	HSMMtube	
HUVEC.bed	youngh3k27ac	HUVEC	h3k27ac	HUVEC	
HeLa.bed	youngh3k27ac	HeLa	h3k27ac	HeLa	
Heart_Atrial_Appendage_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Heart_Atrial_Appendage	eqtl	Heart_Atrial_Appendage	
Heart_Left_Ventricle_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Heart_Left_Ventricle	eqtl	Heart_Left_Ventricle	
HepG2.bed	youngh3k27ac	HepG2	h3k27ac	HepG2	
IMR90.bed	youngh3k27ac	IMR90	h3k27ac	IMR90	
Jurkat.bed	youngh3k27ac	Jurkat	h3k27ac	Jurkat	
K562.bed	youngh3k27ac	K562	h3k27ac	K562	
Liver_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Liver	eqtl	Liver	
LnCAP.bed	youngh3k27ac	LnCAP	h3k27ac	LnCAP	
Lung_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Lung	eqtl	Lung	
MCF-7.bed	youngh3k27ac	MCF-7	h3k27ac	MCF-7	
MM1S.bed	youngh3k27ac	MM1S	h3k27ac	MM1S	
Muscle_Skeletal_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Muscle_Skeletal	eqtl	Muscle_Skeletal	
NHDF-Ad.bed	youngh3k27ac	NHDF-Ad	h3k27ac	NHDF-Ad	
NHLF.bed	youngh3k27ac	NHLF	h3k27ac	NHLF	
ENCODE.ARID3A.EncodeCells	remap	ENCODE	arid3a	NS	
ENCODE.ATF1.EncodeCells	remap	ENCODE	atf1	NS	
ENCODE.ATF2.EncodeCells	remap	ENCODE	atf2	NS	
ENCODE.ATF3.EncodeCells	remap	ENCODE	atf3	NS	
ENCODE.BACH1.EncodeCells	remap	ENCODE	bach1	NS	
ENCODE.BATF.EncodeCells	remap	ENCODE	batf	NS	
ENCODE.BCL11A.EncodeCells	remap	ENCODE	bcl11a	NS	
ENCODE.BCL3.EncodeCells	remap	ENCODE	bcl3	NS	
ENCODE.BCLAF1.EncodeCells	remap	ENCODE	bclaf1	NS	
ENCODE.BDP1.EncodeCells	remap	ENCODE	bdp1	NS	
ENCODE.BHLHE40.EncodeCells	remap	ENCODE	bhlhe40	NS	
ENCODE.BRCA1.EncodeCells	remap	ENCODE	brca1	NS	
ENCODE.BRF1.EncodeCells	remap	ENCODE	brf1	NS	
ENCODE.BRF2.EncodeCells	remap	ENCODE	brf2	NS	
ENCODE.CBX3.EncodeCells	remap	ENCODE	cbx3	NS	
ENCODE.CCNT2.EncodeCells	remap	ENCODE	ccnt2	NS	
ENCODE.CEBPB.EncodeCells	remap	ENCODE	cebpb	NS	
ENCODE.CEBPD.EncodeCells	remap	ENCODE	cebpd	NS	
ENCODE.CHD1.EncodeCells	remap	ENCODE	chd1	NS	
ENCODE.CHD2.EncodeCells	remap	ENCODE	chd2	NS	
ENCODE.CREB1.EncodeCells	remap	ENCODE	creb1	NS	
ENCODE.CTBP2.EncodeCells	remap	ENCODE	ctbp2	NS	
ENCODE.CTCF.EncodeCells	remap	ENCODE	ctcf	NS	
ENCODE.CTCFL.EncodeCells	remap	ENCODE	ctcfl	NS	
ENCODE.E2F1.EncodeCells	remap	ENCODE	e2f1	NS	
ENCODE.E2F4.EncodeCells	remap	ENCODE	e2f4	NS	
ENCODE.E2F6.EncodeCells	remap	ENCODE	e2f6	NS	
ENCODE.EBF1.EncodeCells	remap	ENCODE	ebf1	NS	
ENCODE.EGR1.EncodeCells	remap	ENCODE	egr1	NS	
ENCODE.ELF1.EncodeCells	remap	ENCODE	elf1	NS	
ENCODE.ELK1.EncodeCells	remap	ENCODE	elk1	NS	
ENCODE.ELK4.EncodeCells	remap	ENCODE	elk4	NS	
ENCODE.ESR1.EncodeCells	remap	ENCODE	esr1	NS	
ENCODE.ESRRA.EncodeCells	remap	ENCODE	esrra	NS	
ENCODE.ETS1.EncodeCells	remap	ENCODE	ets1	NS	
ENCODE.EZH2.EncodeCells	remap	ENCODE	ezh2	NS	
ENCODE.FAM48A.EncodeCells	remap	ENCODE	fam48a	NS	
ENCODE.FOS.EncodeCells	remap	ENCODE	fos	NS	
ENCODE.FOSL1.EncodeCells	remap	ENCODE	fosl1	NS	
ENCODE.FOSL2.EncodeCells	remap	ENCODE	fosl2	NS	
ENCODE.FOXA1.EncodeCells	remap	ENCODE	foxa1	NS	
ENCODE.FOXA2.EncodeCells	remap	ENCODE	foxa2	NS	
ENCODE.FOXM1.EncodeCells	remap	ENCODE	foxm1	NS	
ENCODE.FOXP2.EncodeCells	remap	ENCODE	foxp2	NS	
ENCODE.GABPA.EncodeCells	remap	ENCODE	gabpa	NS	
ENCODE.GATA1.EncodeCells	remap	ENCODE	gata1	NS	
ENCODE.GATA2.EncodeCells	remap	ENCODE	gata2	NS	
ENCODE.GATA3.EncodeCells	remap	ENCODE	gata3	NS	
ENCODE.GTF2B.EncodeCells	remap	ENCODE	gtf2b	NS	
ENCODE.GTF2F1.EncodeCells	remap	ENCODE	gtf2f1	NS	
ENCODE.GTF3C2.EncodeCells	remap	ENCODE	gtf3c2	NS	
ENCODE.HDAC1.EncodeCells	remap	ENCODE	hdac1	NS	
ENCODE.HDAC2.EncodeCells	remap	ENCODE	hdac2	NS	
ENCODE.HDAC6.EncodeCells	remap	ENCODE	hdac6	NS	
ENCODE.HDAC8.EncodeCells	remap	ENCODE	hdac8	NS	
ENCODE.HMGN3.EncodeCells	remap	ENCODE	hmgn3	NS	
ENCODE.HNF4A.EncodeCells	remap	ENCODE	hnf4a	NS	
ENCODE.HNF4G.EncodeCells	remap	ENCODE	hnf4g	NS	
ENCODE.HSF1.EncodeCells	remap	ENCODE	hsf1	NS	
ENCODE.IKZF1.EncodeCells	remap	ENCODE	ikzf1	NS	
ENCODE.IRF1.EncodeCells	remap	ENCODE	irf1	NS	
ENCODE.IRF3.EncodeCells	remap	ENCODE	irf3	NS	
ENCODE.IRF4.EncodeCells	remap	ENCODE	irf4	NS	
ENCODE.JUN.EncodeCells	remap	ENCODE	jun	NS	
ENCODE.JUNB.EncodeCells	remap	ENCODE	junb	NS	
ENCODE.JUND.EncodeCells	remap	ENCODE	jund	NS	
ENCODE.KDM5A.EncodeCells	remap	ENCODE	kdm5a	NS	
ENCODE.KDM5B.EncodeCells	remap	ENCODE	kdm5b	NS	
ENCODE.MAFF.EncodeCells	remap	ENCODE	maff	NS	
ENCODE.MAFK.EncodeCells	remap	ENCODE	mafk	NS	
ENCODE.MAX.EncodeCells	remap	ENCODE	max	NS	
ENCODE.MAZ.EncodeCells	remap	ENCODE	maz	NS	
ENCODE.MBD4.EncodeCells	remap	ENCODE	mbd4	NS	
ENCODE.MEF2A.EncodeCells	remap	ENCODE	mef2a	NS	
ENCODE.MEF2C.EncodeCells	remap	ENCODE	mef2c	NS	
ENCODE.MTA3.EncodeCells	remap	ENCODE	mta3	NS	
ENCODE.MXI1.EncodeCells	remap	ENCODE	mxi1	NS	
ENCODE.MYBL2.EncodeCells	remap	ENCODE	mybl2	NS	
ENCODE.MYC.EncodeCells	remap	ENCODE	myc	NS	
ENCODE.NANOG.EncodeCells	remap	ENCODE	nanog	NS	
ENCODE.NELFE.EncodeCells	remap	ENCODE	nelfe	NS	
ENCODE.NF1C.EncodeCells	remap	ENCODE	nf1c	NS	
ENCODE.NFATC1.EncodeCells	remap	ENCODE	nfatc1	NS	
ENCODE.NFE2.EncodeCells	remap	ENCODE	nfe2	NS	
ENCODE.NFYA.EncodeCells	remap	ENCODE	nfya	NS	
ENCODE.NFYB.EncodeCells	remap	ENCODE	nfyb	NS	
ENCODE.NR2C2.EncodeCells	remap	ENCODE	nr2c2	NS	
ENCODE.NR2F2.EncodeCells	remap	ENCODE	nr2f2	NS	
ENCODE.NR3C1.EncodeCells	remap	ENCODE	nr3c1	NS	
ENCODE.NRF1.EncodeCells	remap	ENCODE	nrf1	NS	
ENCODE.PAX5.EncodeCells	remap	ENCODE	pax5	NS	
ENCODE.PBX3.EncodeCells	remap	ENCODE	pbx3	NS	
ENCODE.PHF8.EncodeCells	remap	ENCODE	phf8	NS	
ENCODE.PML.EncodeCells	remap	ENCODE	pml	NS	
ENCODE.POU2F2.EncodeCells	remap	ENCODE	pou2f2	NS	
ENCODE.POU5F1.EncodeCells	remap	ENCODE	pou5f1	NS	
ENCODE.PPARGC1A.EncodeCells	remap	ENCODE	ppargc1a	NS	
ENCODE.PRDM1.EncodeCells	remap	ENCODE	prdm1	NS	
ENCODE.RAD21.EncodeCells	remap	ENCODE	rad21	NS	
ENCODE.RBBP5.EncodeCells	remap	ENCODE	rbbp5	NS	
ENCODE.RCOR1.EncodeCells	remap	ENCODE	rcor1	NS	
ENCODE.RELA.EncodeCells	remap	ENCODE	rela	NS	
ENCODE.REST.EncodeCells	remap	ENCODE	rest	NS	
ENCODE.RFX5.EncodeCells	remap	ENCODE	rfx5	NS	
ENCODE.RPC155.EncodeCells	remap	ENCODE	rpc155	NS	
ENCODE.RUNX3.EncodeCells	remap	ENCODE	runx3	NS	
ENCODE.RXRA.EncodeCells	remap	ENCODE	rxra	NS	
ENCODE.SAP30.EncodeCells	remap	ENCODE	sap30	NS	
ENCODE.SETDB1.EncodeCells	remap	ENCODE	setdb1	NS	
ENCODE.SIN3A.EncodeCells	remap	ENCODE	sin3a	NS	
ENCODE.SIRT6.EncodeCells	remap	ENCODE	sirt6	NS	
ENCODE.SIX5.EncodeCells	remap	ENCODE	six5	NS	
ENCODE.SMARCA4.EncodeCells	remap	ENCODE	smarca4	NS	
ENCODE.SMARCB1.EncodeCells	remap	ENCODE	smarcb1	NS	
ENCODE.SMARCC1.EncodeCells	remap	ENCODE	smarcc1	NS	
ENCODE.SMARCC2.EncodeCells	remap	ENCODE	smarcc2	NS	
ENCODE.SMC3.EncodeCells	remap	ENCODE	smc3	NS	
ENCODE.SP1.EncodeCells	remap	ENCODE	sp1	NS	
ENCODE.SP2.EncodeCells	remap	ENCODE	sp2	NS	
ENCODE.SP4.EncodeCells	remap	ENCODE	sp4	NS	
ENCODE.SPI1.EncodeCells	remap	ENCODE	spi1	NS	
ENCODE.SREBP1.EncodeCells	remap	ENCODE	srebp1	NS	
ENCODE.SRF.EncodeCells	remap	ENCODE	srf	NS	
ENCODE.STAT1.EncodeCells	remap	ENCODE	stat1	NS	
ENCODE.STAT2.EncodeCells	remap	ENCODE	stat2	NS	
ENCODE.STAT3.EncodeCells	remap	ENCODE	stat3	NS	
ENCODE.STAT5A.EncodeCells	remap	ENCODE	stat5a	NS	
ENCODE.SUZ12.EncodeCells	remap	ENCODE	suz12	NS	
ENCODE.TAF1.EncodeCells	remap	ENCODE	taf1	NS	
ENCODE.TAF7.EncodeCells	remap	ENCODE	taf7	NS	
ENCODE.TAL1.EncodeCells	remap	ENCODE	tal1	NS	
ENCODE.TBL1XR1.EncodeCells	remap	ENCODE	tbl1xr1	NS	
ENCODE.TBP.EncodeCells	remap	ENCODE	tbp	NS	
ENCODE.TCF12.EncodeCells	remap	ENCODE	tcf12	NS	
ENCODE.TCF3.EncodeCells	remap	ENCODE	tcf3	NS	
ENCODE.TCF7L2.EncodeCells	remap	ENCODE	tcf7l2	NS	
ENCODE.TEAD4.EncodeCells	remap	ENCODE	tead4	NS	
ENCODE.TFAP2A.EncodeCells	remap	ENCODE	tfap2a	NS	
ENCODE.TFAP2C.EncodeCells	remap	ENCODE	tfap2c	NS	
ENCODE.THAP1.EncodeCells	remap	ENCODE	thap1	NS	
ENCODE.TRIM28.EncodeCells	remap	ENCODE	trim28	NS	
ENCODE.UBTF.EncodeCells	remap	ENCODE	ubtf	NS	
ENCODE.USF1.EncodeCells	remap	ENCODE	usf1	NS	
ENCODE.USF2.EncodeCells	remap	ENCODE	usf2	NS	
ENCODE.WRNIP1.EncodeCells	remap	ENCODE	wrnip1	NS	
ENCODE.YY1.EncodeCells	remap	ENCODE	yy1	NS	
ENCODE.ZBTB33.EncodeCells	remap	ENCODE	zbtb33	NS	
ENCODE.ZBTB7A.EncodeCells	remap	ENCODE	zbtb7a	NS	
ENCODE.ZEB1.EncodeCells	remap	ENCODE	zeb1	NS	
ENCODE.ZKSCAN1.EncodeCells	remap	ENCODE	zkscan1	NS	
ENCODE.ZNF143.EncodeCells	remap	ENCODE	znf143	NS	
ENCODE.ZNF217.EncodeCells	remap	ENCODE	znf217	NS	
ENCODE.ZNF263.EncodeCells	remap	ENCODE	znf263	NS	
ENCODE.ZNF274.EncodeCells	remap	ENCODE	znf274	NS	
ENCODE.ZZZ3.EncodeCells	remap	ENCODE	zzz3	NS	
Nerve_Tibial_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Nerve_Tibial	eqtl	Nerve_Tibial	
Osteoblasts.bed	youngh3k27ac	Osteoblasts	h3k27ac	Osteoblasts	
Ovary_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Ovary	eqtl	Ovary	
Pancreas_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Pancreas	eqtl	Pancreas	
Pituitary_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Pituitary	eqtl	Pituitary	
Prostate_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Prostate	eqtl	Prostate	
RPMI-8402.bed	youngh3k27ac	RPMI-8402	h3k27ac	RPMI-8402	
Skeletal_Muscle_Myoblast.bed	youngh3k27ac	Skeletal_Muscle_Myoblast	h3k27ac	Skeletal_Muscle_Myoblast	
Skin_Not_Sun_Exposed_Suprapubic_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Skin_Not_Sun_Exposed_Suprapubic	eqtl	Skin_Not_Sun_Exposed_Suprapubic	
Skin_Sun_Exposed_Lower_leg_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Skin_Sun_Exposed_Lower_leg	eqtl	Skin_Sun_Exposed_Lower_leg	
Small_Intestine_Terminal_Ileum_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Small_Intestine_Terminal_Ileum	eqtl	Small_Intestine_Terminal_Ileum	
Spleen_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Spleen	eqtl	Spleen	
Stomach_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Stomach	eqtl	Stomach	
http://enhancer.binf.ku.dk/presets/CL:0000084_T_cell_differentially_expressed_enhancers.bed	eenhancer	CL:0000084	eenhancer	T_cell	
Testis_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Testis	eqtl	Testis	
Thyroid_Analysis.v6p.signif_snpgene_pairs.txt.gz	gtex	Thyroid	eqtl	Thyroid	
UCSD_Adipose_Tissue.bed	youngh3k27ac	UCSD_Adipose_Tissue	h3k27ac	UCSD_Adipose_Tissue	
UCSD_Adrenal_Gland.bed	youngh3k27ac	UCSD_Adrenal_Gland	h3k27ac	UCSD_Adrenal_Gland	
UCSD_Aorta.bed	youngh3k27ac	UCSD_Aorta	h3k27ac	UCSD_Aorta	
UCSD_Bladder.bed	youngh3k27ac	UCSD_Bladder	h3k27ac	UCSD_Bladder	
UCSD_Esophagus.bed	youngh3k27ac	UCSD_Esophagus	h3k27ac	UCSD_Esophagus	
UCSD_Gastric.bed	youngh3k27ac	UCSD_Gastric	h3k27ac	UCSD_Gastric	
UCSD_Left_Ventricle.bed	youngh3k27ac	UCSD_Left_Ventricle	h3k27ac	UCSD_Left_Ventricle	
UCSD_Lung.bed	youngh3k27ac	UCSD_Lung	h3k27ac	UCSD_Lung	
UCSD_Ovary.bed	youngh3k27ac	UCSD_Ovary	h3k27ac	UCSD_Ovary	
UCSD_Pancreas.bed	youngh3k27ac	UCSD_Pancreas	h3k27ac	UCSD_Pancreas	
